A,B
560,488
572,484
580,485
586,485
588,485
584,486
581,486
574,484
570,485
550,480
546,478
538,477
528,474
518,470
509,468
501,465
501,458
497,459
500,456
505,453
516,450
528,446
542,447
565,449
585,453
603,458
620,466
639,471
642,478
652,485
655,491
658,500
660,509
658,523
652,536
646,552
639,561
627,569
611,571
591,567
569,563
547,558
527,556
509,548
494,551
483,552
480,554
486,555
505,556
534,555
575,551
624,546
683,538
734,533
780,526
831,527
860,525
876,526
877,524
866,524
844,523
817,523
786,525
754,529
726,536
707,551
700,574
704,607
719,649
733,691
743,725
738,745
713,745
670,725
607,686
537,636
460,571
386,509
320,447
262,390
211,339
167,296
131,260
102,235
79,209
57,196
39,186
24,181
13,176
8,183
14,179
25,187
43,200
60,214
78,228
97,237
112,244
127,243
140,249
152,242
172,235
184,227
197,221
208,222
221,229
232,237
243,249
252,260
261,269
271,278
280,286
294,296
299,316
318,346
345,392
384,449
434,511
481,564
523,619
558,661
584,697
608,727
638,757
665,783
698,806
724,834
739,853
760,868
784,882
805,889
828,895
852,902
872,909
888,914
899,919
905,919
906,916
900,908
888,898
872,882
850,865
825,846
798,824
769,797
739,768
712,738
686,703
667,670
650,640
642,615
630,590
620,570
612,550
602,532
591,512
576,498
565,487
566,487
569,495
582,513
606,541
634,570
660,604
686,637
712,669
732,695
746,716
752,725
745,719
723,701
690,668
648,631
604,588
566,550
540,529
539,520
549,520
579,533
618,550
655,566
685,579
704,581
709,573
696,553
675,520
638,488
594,449
544,406
489,364
430,322
371,280
313,238
265,194
220,158
179,128
148,107
127,97
116,95
113,97
118,116
128,143
141,157
155,181
173,204
191,227
209,245
232,262
255,283
283,303
308,325
331,354
353,383
368,410
383,434
394,454
410,464
414,474
419,477
426,479
429,487
433,479
437,479
438,479
441,481
441,482
443,482
441,482
444,485
445,486
449,491
450,495
451,499
454,500
446,501
443,498
440,494
438,490
442,491
452,495
467,503
483,513
499,524
516,530
528,535
536,538
543,540
549,544
562,554
573,570
590,590
606,610
621,626
635,640
648,651
659,655
668,662
673,663
676,663
672,662
669,658
660,658
653,654
649,651
648,651
650,650
650,647
639,648
631,642
616,640
596,637
574,635
552,635
531,636
513,637
498,635
485,630
473,620
465,608
458,595
456,579
454,560
456,545
456,539
456,529
455,519
455,512
456,504
456,495
458,487
458,479
454,478
452,464
449,456
456,450
466,442
468,439
475,434
485,429
497,423
511,419
522,418
545,411
559,415
573,418
584,424
596,432
607,443
619,455
626,468
633,479
639,488
644,499
652,504
654,513
658,520
659,527
657,535
651,541
644,543
637,547
627,552
616,554
603,551
588,549
576,543
562,545
558,534
548,529
539,522
528,514
513,507
506,501
494,498
486,496
477,498
472,499
470,503
469,509
478,515
488,521
496,532
504,531
509,533
505,534
500,532
495,530
491,532
488,532
488,543
481,538
478,539
475,540
471,541
465,539
464,542
464,546
461,551
461,555
462,551
462,547
467,542
473,539
484,538
492,541
502,548
511,553
519,553
522,549
523,542
525,531
517,517
512,504
508,493
504,487
496,481
490,475
488,473
473,471
467,470
464,469
462,470
460,468
456,466
449,459
440,451
